0	-65
1	-64.8975
2	-64.7974
3	-64.6995
4	-64.6035
5	-64.5092
6	-64.4165
7	-64.3252
8	-64.2352
9	-64.1463
10	-64.0585
11	-63.9718
12	-63.886
13	-63.8011
14	-63.717
15	-63.6336
16	-63.551
17	-63.4691
18	-63.3878
19	-63.3071
20	-63.2269
21	-63.1473
22	-63.0682
23	-62.9896
24	-62.9114
25	-62.8336
26	-62.7562
27	-62.6791
28	-62.6024
29	-62.526
30	-62.4499
31	-62.374
32	-62.2983
33	-62.2228
34	-62.1475
35	-62.0724
36	-61.9973
37	-61.9224
38	-61.8475
39	-61.7727
40	-61.6978
41	-61.6229
42	-61.548
43	-61.473
44	-61.3979
45	-61.3226
46	-61.2471
47	-61.1715
48	-61.0955
49	-61.0193
50	-60.9428
51	-60.8658
52	-60.7885
53	-60.7107
54	-60.6324
55	-60.5535
56	-60.4741
57	-60.394
58	-60.3131
59	-60.2315
60	-60.1491
61	-60.0657
62	-59.9813
63	-59.896
64	-59.8094
65	-59.7217
66	-59.6326
67	-59.5421
68	-59.4501
69	-59.3564
70	-59.261
71	-59.1637
72	-59.0644
73	-58.9629
74	-58.859
75	-58.7525
76	-58.6434
77	-58.5312
78	-58.4159
79	-58.2971
80	-58.1746
81	-58.0481
82	-57.9171
83	-57.7814
84	-57.6404
85	-57.4938
86	-57.341
87	-57.1814
88	-57.0144
89	-56.8392
90	-56.6549
91	-56.4607
92	-56.2555
93	-56.038
94	-55.8067
95	-55.5602
96	-55.2964
97	-55.0131
98	-54.7078
99	-54.3774
100	-54.0183
101	-53.626
102	-53.1954
103	-52.72
104	-52.1919
105	-51.6015
106	-50.9363
107	-50.1801
108	-49.3081
109	-48.2943
110	-47.1041
111	-45.69
112	-43.9863
113	-41.9
114	-39.2968
115	-35.9788
116	-31.6489
117	-25.8589
118	-17.9451
119	-7.01641
120	7.72158
121	25.4672
122	40.9585
123	46.9902
124	46.6404
125	46.4004
126	45.3792
127	44.3694
128	42.9684
129	41.5507
130	39.8903
131	38.1948
132	36.3477
133	34.4575
134	32.4761
135	30.4546
136	28.3807
137	26.2771
138	24.1454
139	21.9967
140	19.836
141	17.6698
142	15.5029
143	13.3395
144	11.1833
145	9.03726
146	6.9039
147	4.78522
148	2.68281
149	0.59793
150	-1.46849
151	-3.51578
152	-5.54352
153	-7.55154
154	-9.53987
155	-11.5088
156	-13.4591
157	-15.3917
158	-17.3081
159	-19.2107
160	-21.1025
161	-22.9875
162	-24.8712
163	-26.7604
164	-28.6636
165	-30.5915
166	-32.5567
167	-34.5743
168	-36.6619
169	-38.8395
170	-41.129
171	-43.5535
172	-46.1347
173	-48.8896
174	-51.8252
175	-54.9267
176	-58.1479
177	-61.3999
178	-64.5481
179	-67.4287
180	-69.8879
181	-71.8317
182	-73.2545
183	-74.2267
184	-74.8541
185	-75.241
186	-75.4707
187	-75.6017
188	-75.6723
189	-75.7064
190	-75.7186
191	-75.7174
192	-75.708
193	-75.6936
194	-75.676
195	-75.6562
196	-75.635
197	-75.6128
198	-75.5898
199	-75.5661
200	-75.5419
201	-75.5173
202	-75.4922
203	-75.4667
204	-75.4409
205	-75.4146
206	-75.388
207	-75.3611
208	-75.3337
209	-75.306
210	-75.278
211	-75.2495
212	-75.2208
213	-75.1916
214	-75.1621
215	-75.1322
216	-75.102
217	-75.0714
218	-75.0404
219	-75.0091
220	-74.9774
221	-74.9453
222	-74.9128
223	-74.88
224	-74.8468
225	-74.8132
226	-74.7793
227	-74.745
228	-74.7103
229	-74.6752
230	-74.6398
231	-74.604
232	-74.5678
233	-74.5312
234	-74.4943
235	-74.457
236	-74.4193
237	-74.3813
238	-74.3428
239	-74.304
240	-74.2649
241	-74.2254
242	-74.1855
243	-74.1452
244	-74.1046
245	-74.0636
246	-74.0223
247	-73.9806
248	-73.9385
249	-73.8961
250	-73.8533
251	-73.8102
252	-73.7668
253	-73.723
254	-73.6788
255	-73.6343
256	-73.5895
257	-73.5443
258	-73.4988
259	-73.453
260	-73.4069
261	-73.3604
